userId,headlineId,headlineName,clickbait,interaction
18,22775,France to Lower Tax to Entice Diners to Restaurants,no,1
18,5747,We Know Which Celebrity You Dislike The Most Based On Your Zodiac Sign,yes,1
18,7568,An Investigation Into The Bracelet That's Been Stuck On Kylie Jenner's Wrist For Years,yes,1
18,7410,Ed Sheeran Has Revealed His Very Good Reason For Becoming A Musician,yes,1
18,10218,"Meet Jill, The Most Adorable Squirrel On Instagram",yes,1
18,6991,"This Photo Of Angela, Oscar, and Pam Hanging Out In Real Life Is Too Adorable",yes,1
18,21527,Documents show Fred Thompson worked for Pro-Choice group,no,1
18,27397,"Severe flooding hits Cumbria, England",no,1
18,19093,Rescue underway for teen solo sailor,no,1
18,23596,All Ferrari front row on 2006 United States Grand Prix,no,1
19,20944,Wikinews interviews Mr. Orange of IWL in Taiwan about wrestling,no,1
19,11634,What's The Best Fanfiction You've Ever Read,yes,1
19,25947,Sulpicio Lines asks court to stop BMI investigation into 'Princess of the Stars' disaster,no,1
19,10062,Will You Be Fooled By These Basic Science Questions,yes,1
19,29921,"After Awkward Pause, Alex Rodriguez Thanks Teammates",no,1
19,28650,Aurora Borealis caused by electrical space tornadoes,no,1
19,12848,17 Things Only Children Want You To Know,yes,1
19,12350,This Makeup Test Will Reveal A Truth About You,yes,1
19,27472,Illinois governor Blagojevich removed from office,no,1
19,7940,Can You Guess The Christmas Song From Just One Lyric,yes,1
19,28290,North Korea to dismantle nuclear facilities this year,no,1
19,28825,"With Local Control, New Troubles in Iraq",no,1
19,3571,25 Halloween Cakes That Will Scare The Shit Out Of You,yes,1
19,28652,Relics of 39 saints found by British Museum,no,1
19,4358,This French Braid Bun Is So Damn Pretty It Hurts,yes,1
19,1597,22 Times Russell Brand Was Actually Really Fucking Funny,yes,1
19,2955,How Are You Spending Winter Storm Jonas,yes,1
19,14009,Jose Bautista Offered Prizes For Dressing Up Like Him And People Went All Out,yes,1
19,24168,U.N. Official Calls for Review of American Raids,no,1
19,12977,Here's What YouTubers Have To Say About Mental Health,yes,1
19,14776,"Rafael And Michael From ""Jane The Virgin"" Have The Cutest Bromance In Real Life",yes,1
19,21703,Uncertainty Clouds Outlook for Oil Sector,no,1
19,26479,Retailers Say Loss of CIT Threatens Supply Chain,no,1
19,2230,These Students Honored Veterans By Carrying Their Coffins,yes,1
19,31008,US Marine charged with rape of Japanese girl,no,1
19,16695,Republicans Press Judge About Bias,no,1
19,7267,15 Things We Have In 2015 That We Didn't Have Five Years Ago,yes,1
19,10931,This 87-Year-Old Granny Gives Zero Fucks And She Is Everyone's Idol,yes,1
19,25010,Tour de France: Alberto Contador wins the grand tour,no,1
19,30687,Charter Companies Flying to Cuba Thrive Despite Complaints,no,1
19,216,Are You More Tinker Bell Or Belle,yes,1
19,28160,"Apple releases new Magic Trackpad, updated iMacs and Mac Pros",no,1
19,20523,Somali man attempts failed attack on controversial cartoonist,no,1
19,18583,Obama Looks to History for Economic Message,no,1
19,935,"Kylo Ren Did A Hilarious ""Undercover Bosses"" Skit",yes,1
19,19050,Two trains collide near Rome,no,1
19,26719,Toll of the phosphor accident in Ukraine still rising,no,1
19,25786,Laurent Robert joins Toronto FC,no,1
19,18480,MTV debuts 'Logo' cable channel targeting gay market,no,1
19,3263,What It's Like To Drive With Your Mom In The Passenger Seat,yes,1
19,21580,"Wie, Creamer and Lincicome Lurk Behind Leaders at Sybase Classic",no,1
19,14244,25 Tumblr Posts That Will Make Socially Awkward People Cringe,yes,1
19,24194,Zimbabwean police arrest two opposition figures,no,1
19,12484,Which Dessert Pastry Matches Your Zodiac Sign,yes,1
19,16060,Queensland win W-League Grand Final,no,1
19,5040,This Grandmother's Reaction To Meeting Her Adopted Granddaughter Is Priceless,yes,1
19,16936,America's Cup: Alinghi wins,no,1
19,28553,Controversial blog relaunched in New Zealand,no,1
19,17386,Liberia's World Cup woes averted,no,1
19,30223,Greek workers strike over austerity measures,no,1
20,16367,Several police officers killed in suicide bombing in Afghanistan,no,1
20,20004,U.S. Kills 5 Afghans in Raid on House,no,1
20,22236,"G.O.P. Now Praises Parts of Stimulus Plan, Which It Opposed",no,1
20,11701,What Sport Would You Compete In During The Olympics,yes,1
20,2513,These Babies Failing At Christmas Will Make You Laugh/Cry At Your Desk,yes,1
20,14804,29 Tried And True Tips Every Brand New Parent Needs,yes,1
20,19082,Horse flu damage spreads,no,1
20,31624,IOC posthumously awards its highest honor to late Vancouver Organizing Committee Chair,no,1
20,246,"What Percentage Kardashian Are You, Based On 3 Questions",yes,1
20,21925,Guatemalan president's divorce halted by court,no,1
20,7522,Hear A Taste Of Zayn Malik's Solo Material,yes,1
20,10105,33 Dwight Schrute Jokes That Still Make You Laugh Every Time,yes,1
20,13351,Justin Bieber Revealed Why He Cried At The VMAs,yes,1
20,16678,Churches and Envoy Attacked in Iraq,no,1
20,10949,"22 Tweets About ""Lord Of The Rings"" That'll Make You Laugh Every Time",yes,1
20,18780,Ice shelf breaks free in Canadian Arctic,no,1
20,14969,19 Shirts That Pretty Much Sum Up Life,yes,1
20,2680,23 Times Eating Eggnog Was Better Than Drinking It,yes,1
20,9705,21 Things You Bought From Claire's Accessories That Definitely Aren't Cool Now,yes,1
20,21459,"Continuing His Hot Start, Matt Kenseth Wins Auto Club 500",no,1
20,13656,"15 ""American Horror Story"" Questions That Are Impossible To Answer",yes,1
20,23009,No. 20 Louisville Wears Down No. 12 Notre Dame,no,1
20,26211,New I-35W Minneapolis bridge opens,no,1
20,17522,New Status in Africa Empowers an Ever-Eccentric Qaddafi,no,1
20,4906,David Beckham Just Got Romeo The Best Birthday Present,yes,1
20,26473,UK jets shadow Russian bombers,no,1
20,20196,Blood recipients contract HIV in Peru,no,1
20,15431,25 Presents For People Who Fucking Love Stationery,yes,1
20,9859,15 Big Boob Charts All Busty Girls Will Understand,yes,1
20,21453,New Zealander William Trubridge breaks freediving world record,no,1
20,24810,Intel Shifts Image Advertising to a Smaller Agency,no,1
20,7279,How Many Of These Ice Cream Flavors Have You Actually Tried,yes,1
20,21711,US automaker GM reports losses of $6 billion,no,1
20,9297,"This New Cafe Is Every ""Friends"" Fan's Dream Come True",yes,1
20,16172,"Pakistan government must investigate killings and abductions of journalists, says UN",no,1
20,30395,"At the Open, Rain Tops the Leader Board",no,1
20,31448,"Wikinews interviews Brooks Lindsay, founder of Debatepedia",no,1
20,2652,Can You Pass This Gross-Ass Bodily Fluid Quiz,yes,1
20,21858,"Albanians, Cut Off, Get Set to Vote",no,1
20,23072,Rising River Prompts Calls to Leave City in Minn.,no,1
20,4044,19 Things American Teens Had That British Girls Were Insanely Jealous Of,yes,1
20,16930,American Samoa received eight minutes warning before 2009 tsunami,no,1
20,8901,This Is What Over 100 Years Of Girl Scouts Looks Like,yes,1
20,10686,21 Things Only People Who Party Too Hard Understand,yes,1
20,7292,"How Well Do You Know ""Portlandia""",yes,1
20,2955,How Are You Spending Winter Storm Jonas,yes,1
20,22758,"For the 44th President, a Long Day Steeped in Pomp, History and Emotion",no,1
20,17197,"EU to investigate secret CIA establishments in Romania, Poland",no,1
20,19370,Germany and France Delay Decision on Airbus Military Transport,no,1
20,11729,10 Guy Fieri Valentines Guaranteed To Get You Some Triple D,yes,1
21,28312,Korean Peninsula on the 'brink of war': DPRK,no,1
21,4761,24 Pictures People Under 5'8 Will Simply Never Understand,yes,1
21,7933,We Need To Talk About How Sad Puffins Look,yes,1
21,2830,17 Amazing Christmas Jumpers You Simply Must Have,yes,1
21,25287,Israel completing Gaza withdrawal,no,1
21,20391,Hurricane Emily hits Grenada,no,1
21,467,19 Hilarious Tweets About God That'll Make You Laugh Every Time,yes,1
21,3863,What Kind Of Animal Is On Niall's Shirt In The New One Direction Music Video,yes,1
21,3377,27 Tweets About Pregnancy That Are Guaranteed To Make You Laugh,yes,1
21,16576,No-confidence vote initiated against Romanian cabinet,no,1
21,22681,Over 1.5m apply for British Live 8 tickets,no,1
21,5509,You've Probably Been Applying Sunscreen Wrong Your Entire Life,yes,1
21,27645,Manitoba residents receive evacuation flood alerts,no,1
21,8719,23 Products For Anyone Who Is Actually Tina Belcher,yes,1
21,14851,"Running Helped Me Cope With Depression, But Then I Got Injured",yes,1
21,17493,Three killed in Utah coal mine rescue,no,1
21,13997,The Real Babies Of Hollywood,yes,1
21,13712,"Canada Created A Burger With Melted Reese's Peanut Butter Cups, And We Tried It",yes,1
21,7234,"How Brave Are You, Actually",yes,1
21,335,11 Things Gingers Really Want Non-Gingers To Know,yes,1
21,23754,Three sought in Vancouver following hate crime,no,1
21,19325,Serial child imposter held by French police,no,1
21,4661,Which Cookie Matches Your Personality,yes,1
21,12860,What Do You Want To Know About Tyler Ford,yes,1
21,7344,Americans Try Hong Kong Desserts For The First Time,yes,1
21,23454,American prize-winning author Studs Terkel dead at 96,no,1
21,18603,Court photos show FLDS leader Warren Jeffs with child brides,no,1
21,5637,Lauren Cohan's 19 Steps To Surviving A Horror Movie,yes,1
21,5006,"106 ""Star Wars"" Quotes That Make Perfect Instagram Captions",yes,1
21,15720,13 Charts Every Black Girl Can Relate To,yes,1
21,31799,11-year-old boy dies after being shot in Liverpool,no,1
21,7205,This Is The Ultimate Reason Living In A City Is The Best,yes,1
21,16904,2 Uighurs in Troubled Region Killed by the Police,no,1
21,10128,"Here's How Josh Radnor Feels About The ""HIMYM"" Finale",yes,1
21,19520,Creationism and intelligent design have no place in the UK science curriculum says UK Government,no,1
21,6146,St. Vincent Says She Designed A Guitar With Room For Boobs,yes,1
21,22888,Giving Lessons in Traffic Safety at Middle Schools,no,1
21,13978,Jason Derulo Just Performed On A Hoverboard At The EMAs And It Was Glorious,yes,1
21,28349,At least eight dead after drone strikes in Pakistan,no,1
21,7822,Are You More Taylor Swift Or Adele,yes,1
21,25378,Republicans seek to reduce ethics rules,no,1
21,31983,US Secret Service discovers third uninvited guest at White House dinner,no,1
21,16448,Three killed in Tennessee vehicle crash,no,1
21,20410,Fatal stabbings kill three at Belgian day care center,no,1
21,11910,Which Starbucks Drink Are You Based On Your Zodiac Sign,yes,1
21,3054,Holy Moly This Is The Most Polite And Canadian Crowd Celebration Ever,yes,1
21,28928,"Teachers at Australian school shocked at no warning over redundancies, can apply before 'externals'",no,1
21,2596,We Know Which Bailee Madison Movie You'd Star In Based On Three Questions,yes,1
21,15520,Here's What 100 Years Of East African Beauty Looks Like In Just Over A Minute,yes,1
21,13661,16 Texts 2016 Is Actually Dying To Send You,yes,1
22,9810,30 Gloriously Nerdy Presents That'll Delight History Buffs,yes,1
22,16385,"Despite Profit Decline, Optimistic Words at Nokia",no,1
22,1627,Saturday Night Live Proved Adele Is The Only One Who Can Unite Us All,yes,1
22,27146,Rule Allowing Guns in Parks Is Blocked,no,1
22,8684,Can You Match These Game Controllers To Their Consoles,yes,1
22,23365,Solar car travels around the world,no,1
22,24037,UK inflation rate increases to 4%,no,1
22,1825,What's The Best Animal Vine You've Ever Seen,yes,1
22,24188,Scottish Court Hears Appeal in 1988 Blast on Jetliner,no,1
22,7754,If You Talked To People Like Your Pets,yes,1
22,8748,People Open Up About Why They Take Medication For Their Mental Health,yes,1
22,16066,"United Airlines to hire 2,000 flight attendants",no,1
22,7597,Here's What A Half Century Of Love Really Looks Like,yes,1
22,7752,A Vanity Fair  Photo Of Late-Night TV Hosts Is Getting Quite A Response From People,yes,1
22,24321,Gerrans Wins 14th Stage of Giro on Uphill Stamina,no,1
22,24612,I.O.C. Bars International Torch Relays,no,1
22,7329,When A Celebrity Photographer Turns His Lens To Homeless People,yes,1
22,20095,A Wild Cossack Rides Into a Cultural Battle,no,1
22,8891,What Does GOP Even Stand For,yes,1
22,14997,Can You Figure Out This Cards Against Humanity Crossword,yes,1
22,25386,Turkish minister says 'camel wasn't enough',no,1
22,1893,17 Pictures Guaranteed To Make You Sad,yes,1
22,30158,"Sales Fall 10%, but Home Depot Tops Forecasts",no,1
22,27776,"Mayor of Camden, London, arrested in benefit fraud inquiry",no,1
22,23305,General Motors automobile sales plunge by 45%,no,1
22,31708,"Car bomb in Ciudad Juárez, Mexico kills several, many injured",no,1
22,10937,The Huntsman Looks Absolutely Bonkers,yes,1
22,15348,Watch Hilary Duff's Soul Get Crushed As She Realizes She Got A Parking Ticket,yes,1
22,5949,12 Insanely Easy DIY Christmas Treats That'll Spread Some Holiday Cheer,yes,1
22,3150,"I, A Person Horrible At Eyeliner, Tried Pinterest Eyeliner Tips",yes,1
22,15433,"61 Things You Probably Didn't Know About ""Harry Potter And The Philosopher's Stone""",yes,1
22,12089,17 Hilarious Tumblr Posts That Will Make You Question Everything You Know About Language,yes,1
22,66,This Organisation Is Trying To Launch India's First Transgender Model Agency,yes,1
22,31755,E.W. Scripps Reports a Loss and Will Cut Salaries,no,1
22,2429,Can We Guess Your Zodiac From The Garbage Person You'd Date,yes,1
22,26377,"Ontario, Canada byelections announced",no,1
22,784,31 Tweets About Exercise That Will Make You Laugh Out Loud,yes,1
22,6473,Can You Name These 10 Constellations,yes,1
22,15892,17 Pictures That Are Guaranteed To Make You Want A Squigglism Tattoo,yes,1
22,17558,Clinton Reassures Mexico About Its Image,no,1
22,6105,"If Hogwarts Students Were ""Mean Girls"" Characters",yes,1
22,11792,36 Animal Moments That Changed The World In 2015,yes,1
22,354,24 Vintage Pictures Of Paris Life In The 1920s,yes,1
22,7187,We Know Your Favorite Britney Spears Song Based On Your Zodiac Sign,yes,1
22,11890,"This Is What It's Like To ""Wait Until Marriage""",yes,1
22,29968,Gisela Dulko knocks Maria Sharapova out of Wimbledon,no,1
22,10234,Here's The Epic Road Trip That Lets You Spend The Whole Year In 70-Degree Weather,yes,1
22,4102,Americans Listened To Coke Studio For The First Time And Were Pretty Damn Impressed,yes,1
22,23708,"A Call to Jihad, Answered in America",no,1
22,14157,You Will Never Be Able To Unsee Donald Trump As Dolores Umbridge,yes,1
23,3198,Here's Why Everyone Should Keep A Journal,yes,1
23,8516,Is This Celeb A Teen Or Not,yes,1
23,22857,California wildfires continue to spread,no,1
23,23530,"Hot air balloon fire kills two, injures eleven in Canada",no,1
23,536,16 New Year's Resolutions Only Book Nerds Can Relate To,yes,1
23,18571,Strong Finish Gives Boston University Its 29th Beanpot Title,no,1
23,3318,"Which OTP From ""Scream Queens"" Is The Best",yes,1
23,24148,Legal Sony graffiti advertising backlash,no,1
23,11202,This Author Wrote A Beautiful Handwritten Note To Herself As Inspiration,yes,1
23,16282,Afghan protestors shot after mosque raid sparks anger,no,1
23,3275,We Know Your New Year's Eve Plans Based On Your Favorite 2015 Song,yes,1
23,4787,How Many 2016 Academy Award-Nominated Films Have You Seen,yes,1
23,20672,Richest 400 Earned $263 Million in 2006,no,1
23,9838,What Brave Thing Should You Do Today,yes,1
23,19896,Russia withdraws from Georgia,no,1
23,11407,17 Winter Hacks That Canadians Swear By,yes,1
23,21200,Russian journalist Anna Politkovskaya shot dead,no,1
23,29558,TSA cuts US airport security screening personnel,no,1
23,17374,Red Cross asks for more volunteers,no,1
23,10886,"Which ""Friday Night Lights"" Quarterback Is Your Soulmate",yes,1
23,30412,Making the Sims Into Neighbors You Can Relate To,no,1
23,705,8 Animals That May Not Survive 2016,yes,1
23,7296,"22 Of The Most Incredible ""First"" Pictures From History",yes,1
23,17242,Falwell called for boycott of stores using 'Happy Holidays' in place of 'Merry Christmas',no,1
23,9258,What Music Do You Listen To While You Write,yes,1
23,10721,We Chuckled Our Way Through Laughter Yoga,yes,1
23,14403,Instagram Star Reveals The Truth Behind Her Photos,yes,1
23,20226,Higher Oil Prices Help Widen U.S. Trade Deficit,no,1
23,29668,Canadian track and field coach Charlie Francis dies at age 61,no,1
23,1742,17 Times The Mom On Clarissa Was A Goddamn Style Icon,yes,1
23,16814,Medtronic Links 13 Deaths to Faulty Heart Device,no,1
23,12754,24 Ways To Have The Creepy AF Bedroom Of Your Dreams,yes,1
23,14605,Are You More Like General Or Princess Leia,yes,1
23,25189,Australian academic study supports nuclear power,no,1
23,23950,"Car bomb attack in Iraqi town, at least two dead and 45 injured",no,1
23,24585,Two people die in bus crash in North Yorkshire,no,1
23,14950,"OMG You Guys, There Is A Dress Version Of Those Mermaid Pillows",yes,1
23,10178,Sarah Paulson And Holland Taylor Are Dating And It's Everything,yes,1
23,31374,"Underwater volcano causes 3,300 ft column of steam",no,1
23,28501,Renowned Indian guru Śrī Satya Sai Baba dies aged 84,no,1
23,29344,US army commander in Afghanistan asks for more troops in leaked report,no,1
23,16556,Former WWE superstar Jeff Hardy arrested on major drug charges,no,1
23,29281,Barcelona defeat Manchester United in 2009 Champions League Final,no,1
23,24366,700 Merrill Employees Received $1 Million Bonuses,no,1
23,27815,Suncor makes bid to take over Petro-Canada,no,1
23,27966,UN creates rapid-response fund for disasters,no,1
23,28060,"A Harrowing Date on the Hudson River, Averted",no,1
23,24524,Hint of a Thaw for India and Pakistan,no,1
23,21584,Pedro Horrillo in Serious Condition After Crash,no,1
23,26562,White House Reinstates Kundra,no,1
24,7072,17 Strikingly Beautiful Irish Baby Names That Are About To Take Over,yes,1
24,13847,Which Video Game Princess Are You,yes,1
24,11299,This Cop Ended Up Delivering A Baby During A Routine Traffic Stop,yes,1
24,17421,"For Jamaica, 2012 Report on Gender Equality and Development focuses on men",no,1
24,8837,What's The Funniest Yik Yak Post You've Seen This Year,yes,1
24,2244,This Tiny Corgi Hates His Tiny Pumpkin,yes,1
24,11265,"7 Responses To Being Asked ""When Are You Having Kids?""",yes,1
24,1811,Kids Talk About When Their Parents Got Divorced,yes,1
24,27772,"John Kerry criticizes news media, joins call for inquiry on Downing Street Memo",no,1
24,16089,Alcatel Chief Tries to Paint a Rosy Picture,no,1
24,17019,"Over 70 businesses in Bristol, United Kingdom given zero star rating for food hygiene",no,1
24,14671,"39 Times ""30 Rock"" Was The Smartest Show On TV",yes,1
24,18784,Big Debt Load Forcing Bankruptcy of Charter,no,1
24,5156,"22 Times People Met Celebrities And It Was Really, Really Lovely",yes,1
24,3086,"What Are Your Favorite ""Grey's Anatomy"" Relationships",yes,1
24,14538,These Mature Middle Schoolers Talk About What It's Like To Date In Middle School,yes,1
24,4556,"How Well Do You Really Know The Lyrics To ""Beauty School Dropout"" From ""Grease""",yes,1
24,18092,US House of Representatives passes health care bill,no,1
24,23972,Grammar school floods on Queensland's Sunshine Coast,no,1
24,15347,18 Adele Lyrics That'll Make You Cry Every Time,yes,1
24,26731,Merck to Buy Schering-Plough for $41 Billion,no,1
24,23465,UK Parliamentary Commissioner for Standards to investigate Nadine Dorries reality TV appearance,no,1
24,17994,Bank Regulation Case Pits U.S. Against States,no,1
24,22422,Roethlisberger to Be Among Amateurs at U.S. Open Challenge,no,1
24,6448,13 Celebs That Will Make You Want To Rock A Red Lip,yes,1
24,10446,48 Rules All Long-Term Female Friends Follow,yes,1
24,30004,Bing Starts Strong and Keeps Climbing,no,1
24,5580,13 Signs You Might Own A Badass Winter Cat,yes,1
24,17549,"The Dodgers Left My Father, the Stadium Left Me",no,1
24,20259,"Mayor of Baltimore indicted on theft, perjury",no,1
24,7038,What Inspired You To Seek Help For Mental Health,yes,1
24,21924,Voyager 1 enters heliosheath at edge of solar system,no,1
24,8377,The 24 Funniest Tweets About Cats In 2015,yes,1
24,13354,Can We Talk About How Woke Matt McGorry Was In 2015,yes,1
24,27749,"Africa faces food crisis, UN Security Council told",no,1
24,4366,"What Happened On This Day, January 7th",yes,1
24,23291,Dion leads Ignatieff heading into final ballot of Canadian Liberal vote,no,1
24,13299,What Do You See When You Look At These LEGO Creations,yes,1
24,12357,We Have The Answers To 12 Of Your Most Pressing Star Wars Questions,yes,1
24,27003,Joblessness Rises as Orders and Home Sales Fall,no,1
24,8404,Drawing What Anxiety Feels Like,yes,1
24,26247,Falling Sales Cloud Book Industry Meeting,no,1
24,11345,"33 Times ""Spongebob"" Fans Killed It On Tumblr",yes,1
24,1855,26 Inspiring Dogs From NYC's Biggest Halloween Parade,yes,1
24,10915,"Every ""The Office"" Relationship, Definitively Ranked",yes,1
24,6884,Depending On How You Look At It Scientology Had A Great Year,yes,1
24,7567,Husband Tries To Go Bra Shopping For His Wife,yes,1
24,26114,President of Kosovo Fatmir Sejdiu resigns over breach of constitution,no,1
24,12398,"19 Times ""Freaks And Geeks"" Perfectly Portrayed High School",yes,1
24,10222,The 32 Dumbest Things That Happened In 2015,yes,1
25,12882,43 Things Everyone Who Grew Up With Disney In The '80s Will Understand,yes,1
25,3393,17 Twentysomething Problems Summed Up By Houseplants,yes,1
25,27591,Jimmie Johnson wins 2010 Lenox Industrial Tools 301 NASCAR race in New Hampshire,no,1
25,9453,Delightfully Spooky Wedding Venues In Every U.S. State,yes,1
25,24534,Comcast and NFL Network Continue to Haggle,no,1
25,21780,Trial against Church of Scientology begins in France,no,1
25,25735,Jet Blue airliner lands with broken nose gear,no,1
25,2535,Can You Actually Name These 12 Classic Cocktails,yes,1
25,10380,18 Steampunk Tattoos That Will Transport You To An Alternate Universe,yes,1
25,1544,Cats The Musical Is Returning To Broadway,yes,1
25,22031,Unrest in Belize,no,1
25,4637,This Color Test Will Determine If You're An Introvert Or Extrovert,yes,1
25,12243,Stone Cold Steve Austin Tries Fancy Cocktails For The First Time,yes,1
25,24433,Brampton MPP to hold community barbeque,no,1
25,11624,23 Weird Things You Won't See On Display In A Science Museum,yes,1
25,30683,"Somali pirates seize Greek freighter, 25 crew in the Gulf of Aden",no,1
25,26169,Iranians in California Feel a Bond With Protesters in Tehran,no,1
25,27189,Thailand forces registration of prepaid phones to thwart insurgency,no,1
25,26345,E.U. Threat to Banks Lacks Teeth,no,1
25,23181,NASA's Deep Impact probe strikes comet successfully,no,1
25,15646,"How Well Do You Remember Season 1 Of ""Friends""",yes,1
25,17507,Video Slur Puts Prince Harry Back in Headlines,no,1
25,2661,"This Is The Story Of How I Saw James Franco Get A Live ""Circumcision"" At His Bar Mitzvah",yes,1
25,12599,Blake Lively Sent Taylor Swift A Birthday Pie Topped With Mini Versions Of Her Cats,yes,1
25,30673,"New Owners to Reopen Window Plant, Site of a Sit-In in Chicago",no,1
25,24598,Beijing 2008 Olympics comes to a close,no,1
25,8876,17 Photos That Will Make You Fall In Love With Young Matthew Perry,yes,1
25,14643,12 Struggles Everyone Who Has A  Common Last Name Can Relate To,yes,1
25,23030,"On Day 1, Mets, Ryan Church and Luis Castillo Ace Exams",no,1
25,26055,Fire damages building housing Berlin Philharmonic Orchestra,no,1
25,21154,"Woman dies after being struck by fire truck hose in Cambridge, Massachusetts",no,1
25,23100,Filipino activist arrested for disrupting Manila Cathedral mass in Reproductive Health Bill protest,no,1
25,8131,The Ultimate Guide To Getting Published In A Literary Magazine,yes,1
25,287,What Item Should You Splurge On,yes,1
25,8451,"Which ""Halloweentown"" Movie Would You Have Starred In",yes,1
25,19825,Ebola outbreak in Congo,no,1
25,22397,Caboolture to play Maroochydore in 2013 Sunshine Coast Rugby Union Preliminary Final,no,1
25,12318,Amul's New Cartoon Perfectly Mocks Jayalalithaa's Relief Sticker Debacle,yes,1
25,6456,Non-Welsh People Try To Guess The Definition Of Welsh Phrases,yes,1
25,16071,"To Get a Business Loan, Know How the Bank Thinks",no,1
25,659,"Emma Watson Was Told Not To Use The Word ""Feminism"" During A Speech About Equality",yes,1
25,7088,27 Times Riley Curry Was Too Darn Cute In 2015,yes,1
25,13226,Should You Study For Finals Or Watch Netflix,yes,1
25,23578,Drug-resistant infections on the rise in American hospitals,no,1
25,10359,18 Milestones All Friends Must Go Through To Become Best Friends,yes,1
25,1934,Tina Fey And Amy Poehler's Advice To Women Is All You'll Ever Need,yes,1
25,27893,Qantas ordered to check oxygen cylinders,no,1
25,21039,"Leaders of UK, Ireland meet for emergency justice talks",no,1
25,26608,Israel begins ground assault on Gaza Strip,no,1
25,23967,"From Arctic Soil, Fossils of a Goliath That Ruled the Jurassic Seas",no,1
26,729,BuzzFeed Press Blog,yes,1
26,4000,The Moment Your Relationship Becomes Official,yes,1
26,7983,"23 Insanely Adorable Jamie Scott Quotes From ""One Tree Hill""",yes,1
26,13521,"Jessie J Sang Little Mermaid's ""Part Of Your World"" And It's Insane",yes,1
26,1280,How Well Do You Know New Jersey Celebrities,yes,1
26,19945,Debated Home Run Recalls a Moment of Yankees Lore,no,1
26,248,I JUST POOPED MY PANTS,yes,1
26,19761,"Competing for Food, Beetle Becomes a Killer",no,1
26,26652,Stolen Utahraptor recovered in Australian Capital Territory,no,1
26,12698,The Year Of The Snail,yes,1
26,14525,17 Of Life's Most Awesome Moments,yes,1
26,19666,Judge Guilty in Kickbacks Is Accused of Fixing Suit,no,1
26,5612,Which Dinosaur Matches Your Zodiac Sign,yes,1
26,11872,Which Of These Foods Is The Grossest,yes,1
26,582,This Bride Eating A Burger At A Hockey Game In Her Wedding Dress Is All Of Us,yes,1
26,14797,17 Too Real Things For Perpetually Late People,yes,1
26,2508,This Is What It's Like To Have Hypochondria,yes,1
26,3644,How Much Do You Actually Know About Cooking,yes,1
26,3624,22 Kids Who Are Winning At Thanksgiving,yes,1
26,7372,Kanye West Called Out Wiz Khalifa On Twitter And It Was Incredible,yes,1
26,557,Awkward Commercial Kiss,yes,1
26,535,27 Gluttonous Foods To Eat Before Your New Year's Resolution Kicks In,yes,1
26,16872,One killed in clashes over World War monument in Estonia,no,1
26,409,25 Perfect Outfits To Wear For A Fall Wedding,yes,1
26,20978,IEEE approves 802.11n standard after six years,no,1
26,1856,26 Times The Indian Internet Blew Up In 2015,yes,1
26,9529,You Might Be Food Shopping Wrong,yes,1
26,11705,Why Trans Women Have Complicated Relationships With Halloween,yes,1
26,16784,One killed in University of Oklahoma explosion,no,1
26,23509,Healing ozone layer may contribute to global warming,no,1
26,7310,We Know What Food You Are Based On These Three Questions,yes,1
26,25050,First Iraq Medal of Honor recipient receives memorial headstone at Arlington,no,1
26,16027,Credit Card Industry Aims to Profit From Sterling Payers,no,1
26,14266,PSA: Get To Japan And Visit The World's Biggest Fucking Fish Market,yes,1
26,22874,Christian Lacroix Files for Protection From Creditors,no,1
26,21084,Australians enjoy second lunar eclipse for 2007,no,1
26,22112,"Off the Charts, in the Wrong Direction",no,1
26,21549,Maryland Pulls Away From Duke in 2nd Half,no,1
26,1396,16 Luscious Italian Words And Phrases You Need In Your Life,yes,1
26,15344,This Woman Made A Photo Series About Every Stage Of Her Mastectomy,yes,1
26,29718,"Disease scare in south Sudan, aid groups return",no,1
26,818,If Beauty Product Ads Were Actually Honest,yes,1
26,20723,French Fishermen Ease Blockade of Northern Ports,no,1
26,8932,This Super Hot Doctor And His Cat Are Pure Purrfection,yes,1
26,13418,What's The Funniest Tinder Bio You've Ever Seen,yes,1
26,19899,"Moon water possibly originated from comets, data shows",no,1
26,5020,Stephen Colbert Cooked A Meal With An Indian Mom And It Was Cute AF,yes,1
26,14446,For Anyone Who Considers Themselves A Monster Of Lady Gaga's,yes,1
26,19555,Switzerland is voting on same-sex partnerships and Schengen/Dublin,no,1
26,20420,E-Mail Surveillance Renews Concerns in Congress,no,1
27,28951,"Fear and loathing on the campaign trail, June 2008",no,1
27,23161,Indiana Jones returns to the screens,no,1
27,21801,Mine That Bird and Jockey Calvin Borel May Reunite,no,1
27,30903,"Brazilian President party received money from FARC, say documents",no,1
27,4514,21 Teachers Who Are So Fucking Done,yes,1
27,29895,Los Angeles Lakers need to win game six to tie NBA championship,no,1
27,6712,"Brits Try And Fail To Label The United States, Because It's A Thanksgiving Tradition",yes,1
27,30307,Eleven die in truck-van crash in Kentucky,no,1
27,27661,Evo Morales wins presidential elections in Bolivia,no,1
27,22537,Philadelphia Mayor Proposes Temporary Tax Increases,no,1
27,26439,€8bn bank bailout in Ireland,no,1
27,10994,17 Things That Actually Helped Me Lose 85 Pounds,yes,1
27,8119,"There's A New Hairstyle Called The ""Hun"" And It's Taking Over",yes,1
