userId,headlineId,headlineName,clickbait,interaction
21,17248,"Golf Shoes to Improve Your Style, and  Your Game",no,1
21,19582,Tips for Using Compact Fluorescent Bulbs,no,1
21,15421,23 Gifts Every Unicorn Lover Needs In Their Life,yes,1
21,3741,"Inside London's Bone Archive, Where The Dead We Dig Up Go To Live",yes,1
21,1625,Which Classic PlayStation Dude Should You Take To Bed,yes,1
21,20522,Funding for new Museum of Liverpool approved,no,1
21,22721,Film about Travis County DA's investigation of Texas election of 2002,no,1
21,23612,Prince Harry ordered to return home,no,1
21,9981,"Which Dancer From Justin Bieber's ""Sorry"" Video Are You",yes,1
21,13502,22 Things Celebrity Couples Do In Life That Normal People Couldn't,yes,1
21,14384,29 Times Shay Mitchell's Instagram Slayed In 2015,yes,1
21,19798,"U.S. Has the Capacity to Prosper, Obama and Volcker Say",no,1
21,29565,Pentagon's Quadrennial Defense Review released,no,1
21,11196,What To Do When Someone Gives You A Giant Squid,yes,1
21,4434,An Indian Artist Built This Sand Sculpture Of The Drowned Syrian Boy On A Beach,yes,1
21,428,How Many Of The Top 100 TV Shows Of All Time Have You Seen,yes,1
21,13374,21 Reasons You Should Date A Canadian,yes,1
21,15361,"14 ""Game Of Thrones"" Trivia Questions Every True Fan Should Be Able To Answer",yes,1
21,12433,This Woman Perfectly Explains Why You Shouldn't Ask People Why They Don't Have Kids,yes,1
22,13919,How ~Deep~ Are You,yes,1
22,15036,This Book Is For Everyone Who Loves TV As Much As Literature,yes,1
22,17857,Car bomb defused in central London,no,1
22,9984,19 Times AB Soto SLAYED More Than You Will Ever Slay In Your Life,yes,1
22,2545,20 Pictures That Prove Mums Are Way Funnier Than We Give Them Credit For,yes,1
22,14290,Do You Know Why These Teens Are Famous,yes,1
22,25946,Felipe Massa wins 2007 Turkish Grand Prix,no,1
22,28431,Polaroid Lovers Try to Revive Its Instant Film,no,1
22,29936,Businessman and founder of The Weather Channel Frank Batten dies at 82,no,1
22,3743,If We Actually Commented Honestly On Facebook,yes,1
22,8801,18 Things That Will Change The Way You Look At Adele,yes,1
22,16554,Gates pledges $600 million for Global Plan to Stop Tuberculosis,no,1
22,15355,What Everyone Thinks When They Text And Drive,yes,1
22,14083,"Erykah Badu's ""Phone Down $$$$"" Is Everything You Ever Needed",yes,1
22,18554,Multiple bomb threats in Sydney 'nothing more than a hoax',no,1
22,7703,If Your Dad Made Inspirational Posters,yes,1
22,16858,Drunken man is surprised crocodile bit him,no,1
22,30913,Michelin's tyre mistake sends US Formula One Grand Prix into farce,no,1
22,2869,This Artist Re-Imagined Super Mario As Famous Cultural Icons,yes,1
22,22562,Home Sales Rose for a Third Month in May,no,1
22,12825,Thousands Are Sharing This Inspirational Story By An Amputee Who's A National Athlete,yes,1
22,21802,Stampede at Soccer Match in Ivory Coast Kills 22,no,1
22,15981,"What's The Most Fucked Up Thing You've Done On ""Rollercoaster Tycoon""",yes,1
22,6512,25 Parents Share The Parenting Hacks They Can't Live Without,yes,1
22,5583,25 Times Halsey Was The Queen Of Instagram,yes,1
22,5399,10 Life-Changing Things To Try In October,yes,1
22,11572,See What Salads Look Like All Over The World In Under Two Minutes,yes,1
22,28928,"Teachers at Australian school shocked at no warning over redundancies, can apply before 'externals'",no,1
22,18893,Greenpeace demands Chilean President create marine parks,no,1
22,3523,19 Incredibly Important Reasons You Should Watch The Rugby World Cup,yes,1
22,25362,Alleged Al-Qaeda leader killed in Saudi Arabia,no,1
22,684,"Which Is Better: ""Hocus Pocus"" Or ""Halloweentown""",yes,1
22,27270,Pakistan Accused of Link to Kabul Attacks,no,1
22,13491,Read This If You Just Got An iPhone For Christmas,yes,1
22,6978,What You Need To Know About The Golden Globes Nominees You've Never Heard Of,yes,1
22,16357,Former White House press secretary Robert Gibbs may work for Facebook,no,1
22,31783,Hurricane Dean is upgraded to a Category 2 storm,no,1
22,28649,Want to Run  New York City Marathon? Get Out Your Checkbook,no,1
22,4648,Chris Pratt Literally Looks Completely Different With His New Beard,yes,1
22,29983,Federal government begins employing strategies to repair New Orleans,no,1
22,26804,Unidentified plane reportedly shot down in Kodori gorge,no,1
22,11665,21 Of The Most Endearingly Dorky Old Facebook Posts From Justin Trudeau,yes,1
22,18576,New Arrivals Mean New Quandary for Knicks,no,1
22,5314,"Which ""Gotham"" Character Would Be Your Best Friend",yes,1
22,26422,"Calls for aid to help feed millions, as East Africa plunges into drought",no,1
22,345,21 Pictures That Won't Make Sense To Non-Cat People,yes,1
22,30857,"On First Day, Obama Quickly Sets a New Tone",no,1
22,25904,India may rise as regional power,no,1
22,20703,Maoists in India Briefly Seize Passenger Train,no,1
22,19583,A.I.G. Seeking Return of Half of Its Bonuses,no,1
23,21209,EU looks set to continue arms embargo on China,no,1
23,6859,"Can You Identify These Characters From ""Recess""",yes,1
23,15302,Should You Top Or Bottom Tonight,yes,1
23,23148,United Nations requests US$700 million in aid for East Africa to avoid famine,no,1
23,12261,"This ""Date Rape"" Bloomingdale's Ad Is Causing Mass Outrage Online",yes,1
23,15355,What Everyone Thinks When They Text And Drive,yes,1
23,11689,27 Art History Photos That Are Too Funny For Their Own Good,yes,1
23,19910,Rebekah Brooks resigns from News International,no,1
23,16925,Tribune Has a Favorite to Buy Cubs,no,1
23,13317,5 Great Books To Read In February,yes,1
23,18433,"Norway Wins, While Russia Calls the Tune",no,1
23,9609,The 30 Best Neil DeGrasse Tyson Tweets Of 2015,yes,1
23,20099,Pink elephant spotted in Botswana,no,1
23,11527,Women Try A Diva Cup For The First Time,yes,1
23,10011,We Know Where You Were Born Based On Your Favorite Animals,yes,1
23,20811,Man claims 84 percent ownership of Facebook,no,1
23,21433,"ABC, Fox and CBS Present Their Season Lineups",no,1
23,8151,This Girl Whose Entire Family Got Killed In An Act Of Arson Just Wants Cards For Christmas,yes,1
23,30690,'Fockers' set to meet another weekend title,no,1
23,1203,We Know Your Favorite TV Show Based On Your Zodiac Sign,yes,1
23,6619,44 Super Cute Products Every Hedgehog Lover Needs,yes,1
23,5352,21 Insanely Cute And Simple Dollar Store Halloween Costumes That Are Gifts From God,yes,1
23,21542,American comedic actor Dom DeLuise dies at age 75,no,1
23,13386,22 Times Mid-'00s Rihanna Proved That Everyone Is Capable Of Mistakes,yes,1
23,30018,Oil spewing from crack in seafloor of Gulf of Mexico was fifty feet from Deepwater Horizon well,no,1
23,16037,Political Shifts on Gay Rights Lag Behind Culture,no,1
23,23188,Qatari leader visits Gaza,no,1
23,29550,Global markets plunge,no,1
23,29414,Bus driver convicted of killing eleven after falling asleep in California crash,no,1
23,9769,"This Mother Was Shocked When Her Facebook Post About ""Parent Sex"" Went Viral",yes,1
23,1952,28 Things About Scotland That Will Surprise Everyone,yes,1
23,1296,India's First Transgender Band Just Released Their First Song And It Will Leave You Speechless,yes,1
23,26473,UK jets shadow Russian bombers,no,1
23,30854,Keselowski Wins at Talladega After a Wild Final Lap,no,1
23,11151,This Food Test Will Determine Your Boyfriend's Personality,yes,1
23,28369,Police find owner of Wendy's chili finger,no,1
23,1467,15 People With Brilliant Reactions To The New iPad Pro,yes,1
23,18584,"Baby dies after being found abandoned behind shop in Gwent, Wales",no,1
23,7307,Are You More Severus Snape Or Albus Dumbledore,yes,1
23,20828,Radio Host Is Arrested in Threats on 3 Judges,no,1
23,9746,Here's What You Should Eat For Dinner This Week,yes,1
23,19524,U.S. soldiers engaged in gore-for-porn swap,no,1
23,12064,Which 2015 Movie Matches Your Zodiac Sign,yes,1
23,4987,19 Pictures That Smell Just Like Your Childhood,yes,1
23,1912,You Might Cry Watching Koko The Gorilla And Her New Kittens,yes,1
23,27400,Governing Party Claims Victory in South Africa,no,1
23,20185,US stocks log gains for fourth week in a row,no,1
23,2602,17 Things You Should Know Before Trying To Get A Bigger Butt,yes,1
23,31141,A New Role for Iraqi Militants: Patrons of the Arts,no,1
23,19210,"Pickens County, South Carolina sheriff refuses to lower US flag to honor Mandela",no,1
24,14603,There's A Hilarious Reason Everyone's Sharing This Poster For Tom Hardy's New Film,yes,1
24,18186,Alex Reid wins UK's Celebrity Big Brother 2010,no,1
24,26412,"Kathleen Sebelius, Kansas Governor, Seen as Top Choice in Health and Human Services Post",no,1
24,25370,"2007 Rugby World Cup: Tonga, Fiji and Italy win",no,1
24,22245,Turks and Caicos Islands Premier resigns,no,1
24,28083,Space Shuttle Discovery STS-114 landing postponed for weather,no,1
24,12936,19 Pictures That Will Teach You Something For Once In Your Life,yes,1
24,9463,18 Hilarious Reactions To Netflix Launching In India,yes,1
24,27634,"Going to Mars, but Staying Close to Home",no,1
24,13652,How Much Of A Grammar Perfectionist Are You,yes,1
24,9322,11 People Who Are So Fucking Wrong It's Not Even Funny,yes,1
24,27942,Tamil Tigers say Sri Lanka's government bombed orphanage,no,1
24,22305,Fast food chain McDonald’s set to open up 1000 more stores by end of year,no,1
24,3589,These Are The Survivors' Memories Of The Rana Plaza Building Collapse,yes,1
24,26139,"Arturo Gatti, Former Boxing Champion, Found Dead in Hotel Room",no,1
24,24084,Britain Releases Censored List of Expenses,no,1
24,3105,21 Things Everyone Who Does BodyCombat Will Understand,yes,1
24,1750,"J.K. Rowling Is Splitting ""Harry Potter And The Cursed Child"" Into Two Plays",yes,1
24,11573,18 Valentine's Day Cupcakes That'll Make You Forget You're Single,yes,1
24,20177,Head of US Minerals Management Service resigns following BP oil spill response,no,1
24,26640,"Casey Is Ranked No. 3, and That First Major Title Beckons",no,1
24,25194,Rabobank Contacted by Doping Investigators,no,1
24,2936,This Is What Our Security State Looks Like In Manhattan,yes,1
24,24547,Bank of America Holders Are Soured on Chief,no,1
24,4266,23 Pictures That Will Make All Responsible Adults Extremely Angry,yes,1
24,5653,6 Essential Steps For Making The Perfect Cup Of Tea,yes,1
24,9778,This Video Is For Every Girl Who Loves Alcohol,yes,1
24,3979,15 Ginger Desserts To Make Just In Time For Christmas,yes,1
24,10716,The Worst Kind Of Misunderstanding,yes,1
24,8637,Guess Which Fictional Character This Person Thinks They Look Like,yes,1
24,25325,Polish pilgrims killed in French bus crash,no,1
24,30814,European Papers Find Creative Ways to Thrive,no,1
24,11943,18 Hilarious Bollywood Movie Reviews From Commenters On Torrent Sites,yes,1
24,21071,"Saks Posts a Loss, While TJX Shows a Profit",no,1
24,16310,"Brazil's Embraer plans to cut around 4,200 jobs",no,1
24,16974,Major storms batter Europe,no,1
24,9380,10 Senior Photos That'll Make You Glad You Graduated,yes,1
24,11566,Which Classic Cocktail Are You,yes,1
24,6712,"Brits Try And Fail To Label The United States, Because It's A Thanksgiving Tradition",yes,1
24,19539,Lennar Says Home Sales Rose in Quarter,no,1
24,18790,HP to aquire EDS for 13.9B,no,1
24,23664,"On Separate Trips, Kerry and 2 U.S. Representatives Visit Gaza",no,1
24,23068,Kenyon Coach Jim Steen Keeps Simple Truths and Swim Titles Flowing,no,1
24,2195,Justin Timberlake And Jimmy Fallon Did Another History Of Rap And It Was Perfection,yes,1
24,26569,California Begins Hunt for Deeper Cuts,no,1
24,25657,Welsh swimming squad named for 2006 Commonwealth Games,no,1
24,7007,"After 12 Years, This Girl Finally Decided To Show Her Parents Her Tattoos",yes,1
24,10152,What Was The First Song You Danced To At Your Wedding,yes,1
24,10740,These Women Bikini Waxed Their Boyfriends To Give Them A Taste Of Womanhood,yes,1
24,1518,This Is What Happens When You're A Black Girl Who Can't Dance,yes,1
25,30269,2010 Sakurai Prize awarded for 1964 Higgs Boson theory work,no,1
25,23476,University of Missouri Hospital in lockdown after 'violent individual' attempts to gain access to building,no,1
25,7372,Kanye West Called Out Wiz Khalifa On Twitter And It Was Incredible,yes,1
25,9585,Which Pop Diva Alter Ego Are You,yes,1
25,14934,23 Movies Older Than Today's Year 7s,yes,1
25,115,18 Posts That Prove Coconut Oil Is The Answer To All Your Problems,yes,1
25,13223,"Katniss Tells Johanna That Snow Has To Die In This Exclusive ""Hunger Games"" Clip",yes,1
25,6490,Here's Why Some People Are Furious About Facebook's Indian Flag Profile Photos,yes,1
25,2266,18 Lol-Worthy Tumblr Posts About Books,yes,1
25,20167,Human Rights Watch: Israel used white phosphorus on densely populated areas in Gaza,no,1
25,2217,Can You Guess The Video Game From Its Terrible Summary,yes,1
25,6215,27 Reasons China Is The Best Place For Your Next Epic Adventure,yes,1
25,5234,15 Mind-Blowing Chicken Nuggets That Will Make You Quit Fast Food,yes,1
25,23320,Chernobyl Taking a Toll on Invertebrates Too,no,1
25,24266,Strauss-Kahn case dismissed,no,1
25,109,Do You Have ESP,yes,1
25,3818,Salma Hayek's Advice For Women Is Basically All You'll Ever Need,yes,1
25,14990,21 Animal Vines That Will Make You Smile Every Time,yes,1
25,3739,When You Don't Feel Comfortable Going Home For The Holidays,yes,1
25,22790,2008 Taiwan Excellence Gold and Silver Awards announced,no,1
25,13350,Which Music Era Do You Actually Belong In,yes,1
25,21390,Boat accident in Democratic Republic of the Congo kills at least 73,no,1
25,24098,Europe Uses a Mix of Concessions to Save Jobs,no,1
25,11686,The Windows 98 Screensavers Ranked From Worst To Best,yes,1
25,26933,Sailors freed after being captured in Nigeria,no,1
25,19629,US says polar bears are threatened species,no,1
25,10830,17 Reasons Why Cheese Is The Worst,yes,1
25,9731,"43 Tweets About Grapes, The Fruit",yes,1
25,19311,"As His Fans Stay Late, Andy Murray Stays Alive at Wimbledon",no,1
25,21941,Government of Zimbabwe forces thousands out of their homes,no,1
25,25472,Attorney General vetos release of Prince Charles correspondence,no,1
25,22684,"OPEC Achieves Cuts in Output, Halting Price Slide",no,1
25,16394,Job Losses Push Safer Mortgages to Foreclosure,no,1
25,22115,US military admits to accidentally killing Iraqi child,no,1
25,27345,Mets Drop Another Ball and Another Game,no,1
25,29300,Lawmaker Is Said to Have Agreed to Aid Lobbyists,no,1
25,4124,This Video Of Ron Swanson Drinking Whisky For 45 Minutes Is The Only Yule Log You Need,yes,1
25,8026,17 Beautifully Designed Mermaid Tattoos,yes,1
25,15883,A Dad Turned All The Ridiculous Things He Ends Up Saying To His Kids Into A Book,yes,1
25,10758,Are These Solo Artists Better Than Their Original Bands,yes,1
25,24872,"For Beckham and M.L.S., Breaking Up Is Hard to Do",no,1
25,28994,End of an era: Space Shuttle Atlantis launches on final mission in program,no,1
25,27672,Surround Sound to Make Your Home a Theater,no,1
25,2863,The Try Guys Ruin Your Childhood (With Weird Costumes),yes,1
25,30984,Drop in Newspaper Circulation Accelerates,no,1
25,25710,65th human bird flu case reported In Egypt,no,1
25,26968,Palestinian released from Israeli prison following eight-month hunger strike,no,1
25,15080,Neil DeGrasse Tyson Talks About The Beauty Of Life And Death,yes,1
25,12895,This Girl Texted Adele Lyrics To Her Ex And It Did Not Go Well,yes,1
25,25757,Vandals deface family crypt of Pierre Elliott Trudeau,no,1
26,17226,"Investors, Mindful of Negative Data, Sell Holdings",no,1
26,6600,21 Reasons Minnesota Is Totally Overrated,yes,1
26,23201,Disney animator Ollie Johnston dies at 95,no,1
26,30052,Second man charged in Lee Rigby murder case,no,1
26,8925,19 Times Kids' Test Answers Were Way Too Real,yes,1
26,27663,Santa Ana Volcano Erupts in El Salvador,no,1
26,28838,How tall is tallest? Chinese researchers measure tallest mountain,no,1
26,30606,Congress Relaxes Rules on Suits Over Pay Inequity,no,1
26,14655,This Is What Happens When You Ask Adults To Draw Jeremy Corbyn,yes,1
26,18561,Reports Underscore Weakness of Economy,no,1
26,15636,"This Infographic Makes That All-Male ""Vanity Fair"" Photo Even Worse",yes,1
26,4873,Kylie Jenner's Lip Kit Sold Out In 30 Seconds And People Everywhere Are Enraged,yes,1
26,26518,Exit Festival 05 begins tomorrow,no,1
26,23570,Australian Aborigines sprayed by crop-duster,no,1
26,31308,South Dakota tower demolition botched,no,1
26,28582,Inventor Ronald Howes dies at age 83,no,1
26,24995,Female Basketball Star to Leave College Early for Pro Career,no,1
26,27835,U.S. soldiers kill 9 suspected al-Qaeda members near Baghdad,no,1
26,20650,"Exposed to Solvent, Worker Faces Hurdles",no,1
26,12879,We Know If You're A Virgin Based On A Single Question,yes,1
26,18466,U.S. Seeks to Reduce Ship Emissions in Coastal Areas,no,1
26,27084,Formula One set to see standardised engines,no,1
26,13752,No Animal Should Be Allowed To Be This Round,yes,1
26,6370,"32 Photos Of The ""Jane The Virgin"" Cast Hanging Out In Real Life",yes,1
26,23700,Radical Group declares Tsunami punishment from God,no,1
26,2725,How Well Do You See The Colors Of A Rainbow,yes,1
26,9480,American Kids Tried Dinners From Around The World And Their Reactions Were Next Level,yes,1
26,10981,Which Classic Rock Band Are You Based On Your Birthstone,yes,1
26,10736,21 Kitchen Upgrades That You Can Actually Do Yourself,yes,1
26,842,"Which ""Friends"" Character Are You Based On Your Birth Month",yes,1
26,1077,17 Ridiculous Texts All Siblings Have Sent To Each Other,yes,1
26,21661,CanadaVOTES: Animal Alliance (AAEVPC) party leader Liz White running in Toronto Centre,no,1
26,21222,"Two people killed in aircraft crash in Hampshire, England",no,1
26,9308,25 Genius Tweets Guaranteed To Make You Laugh If You're Clueless About Sport,yes,1
26,31984,Three new dinosaurs discovered in Australia,no,1
26,8582,For Everyone Who Needs To Actually Get Shit Done Today,yes,1
26,2933,11 Far Out Gifts Your Stoner Friend Is Sure To Appreciate,yes,1
26,8108,43 Things That Mildly Irritate Everyone Who Goes To The Gym,yes,1
26,26387,Windows 7 will allow users to disable Internet Explorer,no,1
26,6578,22 Times Emilia Clarke's Instagram Made You Wish She Was Your BFF,yes,1
26,132,The 21 Best Server Memes On The Internet,yes,1
26,24025,Wikinews interviews U.S. Constitution Party presidential candidate Max Riekse,no,1
26,8299,Here Are The 2015 National Book Foundation 5 Under 35 Honorees,yes,1
26,8272,Are You More Jack Black Or Jack White,yes,1
26,11024,Which Fictional Queer Lady Are You Based On Your Zodiac Sign,yes,1
26,16820,American Team Plans to Expand Formula One Popularity,no,1
26,24080,"Profit Rises at Hormel,  Beating Estimates",no,1
26,23109,Algerian forces kill at least eight al-Qaeda rebels,no,1
26,4779,9 Painfully True SEX-Pectations Vs Reality,yes,1
26,5978,Struggles Everyone With Contacts Knows,yes,1
27,5514,11 Adorable Dogs Who Don't Want You To Burst Any Crackers This Diwali,yes,1
27,16244,Charlie the smoking chimpanzee dies aged 52,no,1
27,8550,24 Pictures That Prove That There Is Nothing Cats Won't Sit On,yes,1
27,9889,"29 Times ""Hocus Pocus"" Was The Best Halloween Movie Of All Time",yes,1
27,17250,Venture Capital  Shifts to Efficiency From Alternative Fuel,no,1
27,31861,Ocean Combed for Jet Data in Biggest Aviation Search,no,1
27,1024,17 Tinder Profiles That Will Make You Fall In Laughter,yes,1
27,12213,"How Well Do You Remember Season One Of ""The Hills""",yes,1
27,7838,23 Struggles People Who Don't Wear Contact Lenses Will Never Get,yes,1
27,25245,Study: Taste of beer causes chemical reward in male brain,no,1
27,21586,Golf: Harrington wins British Open,no,1
27,31969,Banking Plan Propels Wall St. to Best Day in Months,no,1
27,1064,"27 Random As Hell Photos That Will Make You Miss ""TRL""",yes,1
27,4874,17 People Who Had Hilarious Language Brain Farts,yes,1
27,23217,Trans-Atlantic Hat Trick for Michael Bradley,no,1
27,9103,"24 Times The ""How To Get Away With Murder"" Cast Gave Us Serious Squad Goals",yes,1
27,3204,"Here's What Happens When You Watch Too Many ""Sherlock"" Episodes, And Annoy Your Mom",yes,1
27,16422,"2008 YODEX: The first-ever ""Wow! Taiwan Design Competition"" announced",no,1
27,22245,Turks and Caicos Islands Premier resigns,no,1
27,18750,Russia celebrates Victory Day,no,1
27,8878,Panic! At The Disco's New Music Video Is The Creepiest Thing You'll See All Week,yes,1
27,13163,What's The Best College Bar In America,yes,1
27,1543,How David Bowie Appeared In The Coolest Mugshot Of All Time,yes,1
27,12172,Regular People Try To Catch Passes From An NFL Quarterback,yes,1
27,15140,27 Underrated Hair Products That Actually Work,yes,1
27,22482,Strongest earthquake in 40 years hits Southeast Asia,no,1
27,11564,13 Struggles Of Waiting For Halloween To Arrive,yes,1
27,23419,"Comic Relief funds allegedly invested in arms, alcohol and tobacco firms",no,1
27,20057,Payoff Over a Web Singing Sensation Is Elusive,no,1
27,3439,"18 Important Lessons ""Little Nemo: Adventures In Slumberland"" Taught Us",yes,1
27,23345,Invoking a Presidential Revelatory Moment,no,1
27,23580,Mars studies find water,no,1
27,16447,Should Design Be Held Back by a Tyranny of Data?,no,1
27,2105,What Discontinued Fast Food Item Do You Miss The Most,yes,1
27,16947,United States spies accused of illegally bugging the United Nations headquarters,no,1
27,28983,Oil spilled after ships collide in Singapore,no,1
27,11467,How To Bake Perfect Cookies While Maintaining Your Sanity,yes,1
27,28495,Founder and CEO of Rockmount Ranchwear Jack Weil dies at age 107,no,1
27,30485,"British computer firm Tiny axes more than 1,500 Jobs",no,1
27,14517,9 Charts All Makeup Lovers Can Totally Relate To,yes,1
27,2656,"Jennifer Lawrence Texted Amy Schumer That She Looked ""Pretty But Not Smart"" At The Emmys",yes,1
27,28379,"Harper: ""The Red Ensign of 1917 will fly over Vimy""",no,1
27,14824,We Know What Type Of Person You Are Based On When You Poop,yes,1
27,905,Lady Gaga's David Bowie Tattoo Is Huge And Beautiful,yes,1
27,20094,Boxing: Pacquiao and Diaz trade verbal punches,no,1
27,16504,Lower Oil Prices Hurt ConocoPhillips Earnings,no,1
27,13813,How Well Do You Actually Know The World Junior Hockey Championship,yes,1
27,30773,Coal mine blast in Ukraine kills two; ten still missing,no,1
27,21228,Constitutionality of DNC Florida primary to be decided in appeal,no,1
27,3081,17 Popular Song Lyrics Everyone Misheard In 2015,yes,1
28,22122,Unruly Fans at Football Games Are No Longer Just Faces in the Crowd,no,1
28,29766,"In Peacekeeping, a Muddling of the Mission",no,1
28,18516,130 dead after torrential rains in India,no,1
28,14784,This Teen's Text Prank On His Parents Is A Work Of Genius,yes,1
28,11307,What Was Your Worst Cooking Fail,yes,1
28,5404,Benedict Cumberbatch Imitated An Otter And Then Punched A Teddy Bear,yes,1
28,18028,Stewart Wins a Nascar All-Star Race for the First Time,no,1
28,27579,U.S. to Lend Chrysler $1.5 Billion for Car Loans,no,1
28,14467,These Disney Princesses With Allergies Will Make You Cry,yes,1
28,18498,Acting teacher and director Milton Katselas dies at age 75,no,1
28,838,Meet The Male Model Who Is Working To Help People Learn To Love Their Skin,yes,1
28,30348,Sophie Reade wins UK's Big Brother series 10,no,1
28,278,Here's What Beauty Ads Would Look Like If They Only Used The Advertised Product,yes,1
28,1595,"We Bet You Never Noticed This Detail From ""The Grinch"" As A Kid",yes,1
28,21016,Wind Farm Off Cape Cod Clears Hurdle,no,1
28,22154,Australian state of Victoria swears in new cabinet,no,1
28,21634,Travel Companies Strike a Recession Summer Theme,no,1
28,10079,Here's How A Dog And An Injured Baby Deer Became Best Friends,yes,1
28,21283,Monster waves make way for rare surfing competition,no,1
28,31896,Prominent Iranian judge assassinated,no,1
28,31723,Profit Rises but Johnson & Johnson Expects a Weak Year,no,1
28,7665,Which Christmas Movie Is Actually The Best,yes,1
28,4150,"19 Reasons Why ""Elf"" Will Always Be Your Favorite Christmas Movie",yes,1
28,12102,"Which Character From ""Do The Right Thing"" Are You",yes,1
28,19169,British police launch computer hacking investigation,no,1
28,18964,A Green Coalition Gathers Strength in Europe,no,1
28,20221,Arnold Schwarzenegger to visit Canada,no,1
28,16933,Turkish writer Orhan Pamuk receives Nobel Prize,no,1
28,26176,'Very serious': Chinese government releases corruption report,no,1
28,11929,"24 Great Movies You Likely Missed This Year, But Should Totally See",yes,1
28,3500,Do You Remember These WWF Tag Teams From Your Childhood,yes,1
28,10428,17 Reasons Why Older Leo DiCaprio Is Better Than Young Leo DiCaprio,yes,1
28,27433,Cricket: England regain Ashes in the Oval sunshine,no,1
28,21270,Semicon Taiwan 2007 starts with 5 mainstream topics,no,1
28,250,"The Cast Of ""Parks And Rec"" In Their First Episode Vs. Their Last Episode",yes,1
28,7983,"23 Insanely Adorable Jamie Scott Quotes From ""One Tree Hill""",yes,1
28,25171,Zimbabwe presidential run-off date set,no,1
28,7360,"This ""Be Like Bill"" Meme Passive Aggressively Calls Out People's Social Media Habits",yes,1
28,12718,17 Tiny Necklaces That Are Too Cute To Function,yes,1
28,14031,What Celebrity Should You Kiss Under The Mistletoe Based On Your Zodiac,yes,1
28,16578,Bombing in Iraq kills US Marines and civilians,no,1
28,16011,Gas prices surge in Northeast US,no,1
28,9732,17 Trends All Men Should Avoid In 2016,yes,1
28,6512,25 Parents Share The Parenting Hacks They Can't Live Without,yes,1
28,26684,Colin McRae feared dead in helicopter crash,no,1
28,12045,People Are Loving This Twitter Account That Matches You To Your Dog Self,yes,1
28,15340,19 Things That Are Too Real When Your Mom Is A Teacher,yes,1
28,28206,Pakistani militants take hostages in Karachi base revenge attack; ten soldiers killed,no,1
28,4590,Which Anakin Skywalker GIF Are You,yes,1
28,4741,"19 Confessions From People Who Are ""Defining The Relationship""",yes,1
29,19820,Australian judge delivers verdict on burqas in court,no,1
29,21657,E-Inquiries - Bring Public Inquiries to the Net,no,1
29,18502,"Íngrid Betancourt and others rescued, says Colombia",no,1
29,19572,Zimbabwe bound Chinese arms ship heads for Angola,no,1
29,10673,This Is By Far The Scariest Moment Of Your Life,yes,1
29,11210,What's Your Fuck Style,yes,1
29,2594,Only True Harry Potter Fans Will Be Able To Match These Wands To Their Characters,yes,1
29,27078,South African spies suspended,no,1
29,25770,"Amid Abuse in Brazil, Abortion Debate Flares",no,1
29,21046,British Airways jet makes rough landing at London City Airport,no,1
29,9936,Stimulating Facts About The G-Spot,yes,1
29,31640,U.S. jobs picture not improving,no,1
29,16180,Thousands attend anti-war protests in London and Glasgow,no,1
29,13470,"Here's How An Erect Penis Ended Up In ""The Night Before""",yes,1
29,16463,Australians Rage Against Arson Suspect,no,1
29,31203,"For College Walk-Ons, a Road Less Traveled to the Majors",no,1
29,10146,Neil DeGrasse Tyson Hilariously Shut Down B.o.B's Argument That The Earth Is Flat,yes,1
29,8890,23 Things You Learn From Following Kylie Jenner's Instagram,yes,1
29,2821,This Couple Used Their Wedding Day To Promote Random Acts Of Kindness,yes,1
29,14010,21 Mind-Blowing Desserts You Need To Know About For The Holidays,yes,1
29,11258,"Your Self Care Routine Should Include BuzzFeed's ""Another Round"" Podcast",yes,1
29,12943,"Here's What You Need To Know About ""Color-Melting"" Your Hair",yes,1
29,6703,Grab Your Earphones And Listen To This Instrumental Taylor Swift Medley Right Now,yes,1
29,11390,"If ""Harry Potter"" Characters Were In ""Game Of Thrones""",yes,1
29,18439,US unemployment rate reaches 9.8%,no,1
29,19042,Heavy metal band Teräsbetoni to represent Finland at Eurovision 2008,no,1
29,25197,Helicopter accident in Afghanistan wounds three Italian soldiers,no,1
29,304,"If You Thought Your Hotel Safe Was Secure, Think Again",yes,1
29,27452,"Car crash on A37 near Bristol, two dead",no,1
29,18985,Sen. Larry Craig claims innocent of lewd conduct,no,1
29,19500,U.S. issues travel alert for Europe amidst fears of Al Qaeda attack,no,1
29,2753,16 Reasons We'll Never Be Able To Forget Blockbuster,yes,1
29,20004,U.S. Kills 5 Afghans in Raid on House,no,1
29,24113,French fry 'king' J. R. Simplot dies at age 99,no,1
29,7391,26 Times Trans People Ruled In 2015,yes,1
29,12400,20 Hilarious Tweets That Will Make You Think Twice About Having Kids,yes,1
29,18367,Two nuclear leaks in two weeks trigger security and safety reviews in France,no,1
29,4498,11 Planners That Will Help You Get Your Shit Together In 2016,yes,1
29,1281,Only Solve This Crossword If BuzzFeed Is Your BFF,yes,1
29,25996,"All Around the World, Trade Is Shrinking",no,1
29,5135,8 Ways To Use Bi Invisibility To Your Advantage,yes,1
29,228,"Which ""The Lego Movie"" Character Are You",yes,1
29,22364,2005 Afghan opium harvest begins,no,1
29,3508,The Dark Side Of Medical Marijuana's Miracle Drug,yes,1
29,14338,17 Pictures That Are Too Real For People Who Hate Group Chats,yes,1
